,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
5790,2858,0x9a56eda1c3a9c1f2c65824e5b53c7e096356ca9d,0,0.0,0.0,8.42,1,1,0,1,1,0.5,0.5,0.5,49.938,49.938,49.938,0.0,0.0,0.0,2,49.938,0.5,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5791,2859,0x9a5c94bad40e24a8b7fe4d8271d5af896a1a76b5,0,7.79,347.21,1065.02,3,3,0,1,3,250.348,433.511,16.183.459.999.999.900,249.872,4.334.606,1.617.861,0.0,0.0,0.0,6,4.853.582.226,485.503.751,0.0,1.455.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5792,2860,0x9a5fe9d53c6f9df261880aced968446d6c1efb67,0,155.91,0.0,311.82,2,1,0,1,2,101.0,101.0,101.0,7.715,100.227.516,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5793,2861,0x9a669574a542cfd0bc25c1d46d1393b73ae252ec,0,161.93,0.82,325.48,2,2,0,2,2,10.859.513,90.140.487,50.5,5.512.405,95.486.569,50.499.487,0.0,0.0,0.0,4,1.009.989.738,101.0,0.0,1.026.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5794,2862,0x9a696e72a109d71328c30b32e77fdc62cdbdd356,0,6.15,33653.34,302923.18,7,9,0,4,1,4.995,48.026.256,2.396.921,10.759.095,68.756.522,30.816.334,0.0,0.0,0.0,16,2.157.143.353,2.157.228.871,0.0,8.551.778.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5795,2863,0x9a6c563033f8767a6357aacc276e3e34436bd868,0,162.18,0.4,325.57,2,3,0,3,2,547.075,7.242.191.700.000.000,33.666.667,10.871.110.000.000.000,99.911.905,50.499.508,0.0,0.0,0.0,5,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5796,2864,0x9a7d4e26ad27adbb378518f4d0f6e24ce5de9e7f,0,216.32,397.21,1498667.23,4876,1118,0,970,2114,0.0,299.99,15.536.044,0.0,490.566.038,35.083.660.000.000.000,0.0,0.0,0.0,5994,1.710.679.497,1.736.929.768,0.0,2.625.027.126,27.0,2.530.345.852,0.0,0.0,0.0,20.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2523140.0,9.371.651.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,None,DATAcoin
5797,2865,0x9a8baefb3556d0bc3e9ce05a68b9dfda83a2c430,0,7.83,180.38,376.4,2,2,0,1,2,3.1,3.46,3.28,3.099.496,3.459.496,3.279.496,0.0,0.0,0.0,4,6.558.992,6.56,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5798,2866,0x9a968bc4aef199a4f62be5503261c0b18eac5417,0,128994.37,17341.49,818386.75,5,10,0,7,4,5,36.998.735,1.223.001,0.01,49.0,12.762,0.0,0.0,0.0,15,63.81,1.223.000.968,0.0,5.849.009.681,25.0,7.591.596.816,0.0,0.0,0.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50312.5,3.036.638.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,None,Substratum
5799,2867,0x9a9b0d9813aebd037171379bbbb4e4e6c1ed77a4,0,0.0,0.0,89979.13,1,1,0,1,1,957.765,957.765,957.765,957.324,957.324,957.324,0.0,0.0,0.0,2,95.732.426,95.776.526,0.0,441,1.0,7.214.491.099.999.990,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.145,72.145,72.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
5800,2868,0x9aa2b728f409aef731db3037ae654bc9db16aecf,0,24.32,0.27,73.5,3,2,0,2,3,28.147.507,7.285.249.300.000.000,50.5,1.002.548,88.770.374,33.666.159,0.0,0.0,0.0,5,100.998.477,101.0,0.0,1.523.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5801,2869,0x9aa3c0dadc4cdd80f7c65863c250ccd08c67196d,0,21.68,0.0,65.03,3,1,0,1,3,101.0,101.0,101.0,129.895,51.757.135,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5802,2870,0x9ac109120c262cf6604c5afec5b232d268196efa,0,0.0,0.0,308.7,1,1,0,1,1,35.414.449.999.999.900,35.414.449.999.999.900,35.414.449.999.999.900,3.540.825,3.540.825,3.540.825,0.0,0.0,0.0,2,3.540.825,35.414.449.999.999.900,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5803,2871,0x9acd8ccf1e655255606a1444f1c63fd0d444ca20,0,0.0,1744.39,226771.0,0,130,1,2,0,0.0,1.247.152,380.799,0.0,0.0,0.0,0.0,0.0,0.0,131,0.0,4.950.381.682,0.0,4.950.381.682,2.0,1.460.971.476,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,625.869,835.102,730.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5804,2872,0x9ad93e351ccd8c979fba63edb853e1125a6bfcd1,0,0.0,0.0,4.28,1,1,0,1,1,9.0,9.0,9.0,899.938,899.938,899.938,0.0,0.0,0.0,2,899.938,9.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5805,2873,0x9ae418c8b00e002468e3d3445d3328a002da44b9,0,16.23,0.0,64.9,4,1,0,1,3,101.0,101.0,101.0,777.349,96.106.736,25.249.475,0.0,0.0,0.0,5,1.009.979,101.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5806,2874,0x9ae63ee2e8ed29f4a4edb982f918a33c2caf3f98,0,5.79,98.11,520080.33,4994,5006,0,8,4472,99.7,8539.99,14.967.675.359.999.900,3.3e-05,10001.0,1.500.306.652,0.0,0.0,0.0,10000,7.492.531.419,7.492.818.283,0.0,28.686.414.039.999.900,21.0,2.007.697.336,100.0,0.0,1.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,19500.0,1.003.848.668,100.0,100.0,100.0,0.0,0.0,0.0,1.0,19.0,blockwell.ai KYC Casper Token,OPEN Chain
5807,2875,0x9af0fef4e907208e11e38f2be378a863cf7cd0da,0,0.0,0.0,338.38,1,1,0,1,1,13.2,13.2,13.2,1.319.938,1.319.938,1.319.938,0.0,0.0,0.0,2,1.319.938,13.2,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5808,2876,0x9b039cccae73852b43e4b7d240e2e991e12a531f,0,101.53,0.0,304.58,3,1,0,1,2,101.0,101.0,101.0,83,8.991.295.500.000.000,3.366.617.100.000.000,0.0,0.0,0.0,4,1.009.985.118,101.0,0.0,1.488.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5809,2877,0x9b1ab7aaf0091c83a13a92d8b1dcb683c213b72c,0,0.94,5119.52,76806.87,15,15,0,2,3,995,32.99,66.815.880.000.000.000,99.374,3.298.874,6.680.524,0.0,0.0,0.0,30,1.002.078.542,1.002.238.142,0.0,1.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5810,2878,0x9b2625beebc103649f32cfe052c1b8ce6f24a16d,0,49.24,2885.89,1329514.15,451,453,0,1,1,1.010.026,2.802.318,107.495,1.008.447,2.801.852,1.078.864,0.0,0.0,0.0,904,4.865.678.733,4.869.524.169,0.0,38.454.356,2.0,1.1e-11,100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,blockwell.ai KYC Casper Token,Tronix
5811,2879,0x9b2857b5205221599ce78fec0f86dd8340c3945f,0,17.84,3235.62,29263.3,8,9,0,1,1,2.142,10.0,2.000.238,999.137,9.998.398,2.249.211,0.0,0.0,0.0,17,1.799.369.173,1.800.214.223,0.0,84.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5812,2880,0x9b39ccca14db520d089aee8b9fb485172de176c9,0,164.08,0.82,329.78,2,2,0,2,2,3.572.949,97.427.051,50.5,0.55,100.448.974,50.499.487,0.0,0.0,0.0,4,1.009.989.738,101.0,0.0,1.026.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5813,2881,0x9b3f3974cfed58603fe88a5960b5fa8e3a020cba,0,2243.41,4445.15,424039.13,84,53,0,21,25,0.1,34.995,7.232.415,0.0,40.2,4.895.327,0.0,0.0,0.0,137,4.112.075,383.317.978,0.0,-27.889.522,28.0,3.825.330.672,393.436.145,0.0,5.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,300000.0,2.250.194.513,1.0,100000.0,35.766.922.269.999.900,0.0,0.0,0.0,5.0,14.0,StatusNetwork,StatusNetwork
5814,2882,0x9b44ea458188d99c0819cf291cd2281aeebc1f52,0,0.0,0.0,117.07,1,1,0,1,1,5.0,5.0,5.0,4.999.527,4.999.527,4.999.527,0.0,0.0,0.0,2,4.999.526.813.999.990,5.0,0.0,473.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5815,2883,0x9b473fddac15725840c278e22c33b579999ac713,0,0.0,0.0,271.97,1,1,0,1,1,0.45,0.45,0.45,4.478,4.478,4.478,0.0,0.0,0.0,2,4.478,0.45,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5816,2884,0x9b59c393bb3bd0a6e8c15669538ddae187a2b0bb,0,0.0,22084.94,88339.77,0,4,1,2,0,0.0,39.99,21.107.938,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,8.443.175.002,0.0,8.443.175.002,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,BOX Token
5817,2885,0x9b61fe538c75a6c55d790507ee09839806895584,0,22.26,0.0,66.78,3,1,0,1,3,101.0,101.0,101.0,175.753,52.624.343,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5818,2886,0x9b6978c2fee2ea45f6e449b0e892d550b554d4bd,0,107.7,0.0,323.1,3,1,0,1,2,101.0,101.0,101.0,3.444.049,8.087.825.600.000.000,33.665.848,0.0,0.0,0.0,4,1.009.975.442,101.0,0.0,2.455.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5819,2887,0x9b6a57c4530ba7504f81d56aa51698f4b031bf1b,0,34.61,0.0,103.82,3,1,0,1,3,101.0,101.0,101.0,1.178.431,96.287.983,33.666.163,0.0,0.0,0.0,4,100.998.488,101.0,0.0,1.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5820,2888,0x9b6fa3e7be94038c30d6ae0287ae0bd52f0578ef,0,0.0,20160.98,60482.93,0,3,1,2,0,0.0,16.33,8.2021,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,240.063,0.0,240.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5821,2889,0x9b72ad51140a1190fe0d924b5962ee5f42e312b0,0,128.18,809.47,314450.98,1948,80,0,17,92,766,19.501.825,1.852.246,0.0,20.0,213.816,0.0,0.0,0.0,2028,4.165.138.777,14.817.967.130.000.000,0.0,-2.683.342.065,598.0,5.032.897.728,240.097.284,0.0,28.0,17.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,5000000.0,1.480.264.038,0.0,2.992.365.891,93.060.963,0.0,0.0,0.0,34.0,39.0,Veritaseum,Veritaseum
5822,2890,0x9b762a85ce95740207065a766ed9b05d6a3eb0f5,0,6.69,2744.31,481411.83,173,175,0,2,1,9.055,5.243.628,3.686.285,999.268,8.058.311,3.728.267,0.0,0.0,0.0,348,6.449.901.639,645.099.962,0.0,109.798.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5823,2891,0x9b7dd4e21dd0f6103e00982338396c4388043df9,0,72390.87,0.0,506736.1,7,1,0,1,3,4.94,4.94,4.94,0.01,2.088.862,705.266,0.0,0.0,0.0,8,4.936.862.362,4.94,0.0,3.137.638,6.0,4.257.564.652,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,372.282.911,70.959.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,None,DATAcoin
5824,2892,0x9b8b087b09780038249bd7b0da2272c3e4922227,0,1.79,0.97,7.33,3,2,0,2,3,369.045.658,1.631.954.342,1000.5,9.528,1.445.469.101,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5825,2893,0x9b8b8f9b34d2fd88171c716779b14df77b09180d,0,0.0,8089.49,105163.4,0,13,1,2,0,0.0,88.0,41.538.462,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,540.0,0.0,540.0,4.0,632.264.778,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,600.0,158.066.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
5826,2894,0x9b9530edaea7fdb3e8b44d0776237d2d2c6f1073,0,0.0,32397.45,226782.18,0,7,1,4,0,0.0,14.327.025,4.796.475,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,3.357.532.509,0.0,3.357.532.509,2.0,90.571.341,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,376.541,529.173,452.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5827,2895,0x9b9dc0f86705d8acc7ec38f6600c6cee0a7f3e42,0,158.35,0.39,317.48,2,2,0,2,2,45.303.217,55.696.783,50.5,4.367.384,96.631.631,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5828,2896,0x9ba53c8f27c17ea1b6d8476bd70a0532ac6e8fcc,0,6.31,2082.26,37594.27,18,18,0,1,18,200.823,207.434,203.144,200.403,207.014,202.713,0.0,0.0,0.0,36,3.648.842.969,3.656.598.892,0.0,7.755.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5829,2897,0x9bada775f1db73da2f498d2be7d8042f7e42511e,0,15.57,0.0,62.27,4,1,0,1,4,101.0,101.0,101.0,1.0,51.431.083,25.249.475,0.0,0.0,0.0,5,1.009.979,101.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5830,2898,0x9bb82e702014bb9f0e043fa4dd1f7fef66b232c6,0,195.74,4796.83,478798.63,69,97,0,6,1,6.712.999.999.999.990,41.25,2.063.398,7.545.970.000.000.000,41.249.538,28.999.040.000.000.000,0.0,0.0,0.0,166,2.000.933.695,2.001.496.054,0.0,56.235.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5831,2899,0x9bc669e3846a3c5333105d2cb8977daf6772c548,0,161.82,0.37,324.37,2,2,0,2,2,24.246.245,76.753.755,50.5,995.393,100.003.623,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5832,2900,0x9bce26f5e20f862942faa6a52a2d04a3178203d4,0,22.16,0.0,66.47,3,1,0,1,3,101.0,101.0,101.0,1.66,86.481.768,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5833,2901,0x9bdc53805920dd5e551440955acb317906e9e490,0,162.17,1.78,327.92,2,2,0,2,2,41.694.232,5.930.576.800.000.000,50.5,1,100.998.016,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5834,2902,0x9bdfb6cec903e59b83a27e740a3b0623bcc91846,0,1221.91,2210.02,1014180.9,622,115,0,74,264,1,17.0,1.795.828,0.0,19.95,410.798,0.0,0.0,0.0,737,255.516.237,20.652.024.430.000.000,0.0,-4.899.599.269,413.0,1553636392.0,1.783.510.732,0.0,212.0,60.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1553031862.0,17072927.38,0.0,83000.0,55.388.532,0.0,0.0,0.0,18.0,32.0,Mavrodi,Mavrodi
5835,2903,0x9bed6397570be35ece6d39b7a0dfd11a30933245,0,241.41,3260.72,1108028.25,92,333,0,3,1,13.143,2.681,228.124,531.203,2.679.421,824.674,0.0,0.0,0.0,425,7.587.001.172,7.596.520.128,0.0,95.189.563,4.0,365.030.377,100.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,365.0,121.676.792,100.0,100.0,100.0,0.0,0.0,0.0,1.0,3.0,blockwell.ai KYC Casper Token,Bulleon Promo Token
5836,2904,0x9bedc65f075d61773fe1ed17a4f5ef8d23a76350,0,2129.97,501.06,15660.38,5,10,0,1,4,366.318,11.770.625,3.052.963,2.347,13.897.979,6.104.676,0.0,0.0,0.0,15,3.052.338.172,3.052.963.405,0.0,625.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5837,2905,0x9bf7b40307347285cd565e768239663f3a107e7d,0,04.04,7896.8,31603.37,4,4,0,1,4,2.0,2.5,2.125,1.999.528,2.499.263,2.124.477,0.0,0.0,0.0,8,8.497.909.626,8.5,0.0,2.090.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5838,2906,0x9c1031cf1b27f9d586bcb8797c1f9067ab3e7b23,0,0.0,0.0,374.93,1,1,0,1,1,1.0,1.0,1.0,99.938,99.938,99.938,0.0,0.0,0.0,2,99.938,1.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5839,2907,0x9c106eff7f1150fe6a5b5d8682b54a5b53f07431,0,4.46,53727.44,161195.7,3,3,0,2,1,1.074.525,2.1,1.417.886,1.073.863,209.936,1.417.003,0.0,0.0,0.0,6,4.251.007.996,42.536.569.580.000.000,0.0,2.648.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5840,2908,0x9c13792173d6eb962a4aaa033214c748989c11b8,0,4.31,13.01,60.5,8,2,0,2,2,0.01,1.98,995,0.0,1.974,493,0.0,0.0,0.0,10,3.944,1.99,0.0,-1.954,2.0,2.805.868.082,2.805.868.082,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.058.680.000.000.000,28.058.680.000.000.000,28.058.680.000.000.000,28.058.680.000.000.000,28.058.680.000.000.000,28.058.680.000.000.000,0.0,0.0,0.0,1.0,1.0,DICE,DICE
5841,2909,0x9c14a03fad2ed5f7ff232ca2e00dade35c8a29f5,0,737.36,72045.74,220561.37,6,3,0,3,3,20.501,499.622,341.747,52,5.504,262.433,0.0,0.0,0.0,9,1.5746,102.524.009,0.0,-54.935.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5842,2910,0x9c1713b8fa9e5cdb41b2a1c966694099fc19fc58,0,4.52,4604.66,23045.92,5,5,0,2,5,160.892,2.041.194,7.364.569.999.999.990,160.472,2.040.727,736.001,0.0,0.0,0.0,10,3.680.006.315,368.228.618,0.0,2.279.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5843,2911,0x9c19072c1d736845c36ebe7de4f66abe9f4f29cf,0,0.0,0.0,5736.35,1,1,0,1,1,19.901,19.901,19.901,19.397,19.397,19.397,0.0,0.0,0.0,2,19.397.014,19.901.014,0.0,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5844,2912,0x9c26000e299ce3898c08f9f4e7d3eb9801ae4ca2,0,162.16,0.33,324.97,2,2,0,2,2,13.667.113,87.332.887,50.5,1.296,99.703.016,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5845,2913,0x9c3548496ac4b86536679a2d05a7fe41db9c9143,0,0.0,1579.15,228976.62,0,145,1,3,0,0.0,1.876.788,68.121,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0,9.877.547.789,0.0,9.877.547.789,2.0,2.397.740.541,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,934.224,1.463.517,119.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
5846,2914,0x9c3755aa63aa050ec063c4c8084751fdc77075c4,0,4.59,2.38,13.93,2,2,0,1,2,01.07,5.0,3.035,1.069.528,4.999.528,3.034.528,0.0,0.0,0.0,4,6.069.056.727,06.07,0.0,943.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5847,2915,0x9c3c51afbda7278cff552cfa2d99f87da978ca1c,0,265727.79,0.0,797183.38,3,1,0,1,3,2.995,2.995,2.995,0.0,2.0,996.667,0.0,0.0,0.0,4,2.99,2.995,0.0,5,24.0,1.194.569.428,1.5e-12,0.0,1.0,21.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,402.530.057,51.937.801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,BCG.to,BCG.to
